表名,模块,估算行数
"CBO_JobExtend14","CBO","0"
"CBO_JobExtend14_Trl","CBO","0"
"CBO_JobExtend15","CBO","0"
"CBO_JobExtend15_Trl","CBO","0"
"CBO_JobExtend16","CBO","0"
"CBO_JobExtend16_Trl","CBO","0"
"CBO_JobExtend17","CBO","0"
"CBO_JobExtend17_Trl","CBO","0"
"CBO_JobExtend18","CBO","0"
"CBO_JobExtend18_Trl","CBO","0"
"CBO_JobExtend19","CBO","0"
"CBO_JobExtend19_Trl","CBO","0"
"CBO_JobExtend2","CBO","0"
"CBO_JobExtend2_Trl","CBO","0"
"CBO_JobExtend20","CBO","0"
"CBO_JobExtend20_Trl","CBO","0"
"CBO_JobExtend3","CBO","0"
"CBO_JobExtend3_Trl","CBO","0"
"CBO_JobExtend4","CBO","0"
"CBO_JobExtend4_Trl","CBO","0"
"CBO_JobExtend5","CBO","0"
"CBO_JobExtend5_Trl","CBO","0"
"CBO_JobExtend6","CBO","0"
"CBO_JobExtend6_Trl","CBO","0"
"CBO_JobExtend7","CBO","0"
"CBO_JobExtend7_Trl","CBO","0"
"CBO_JobExtend8","CBO","0"
"CBO_JobExtend8_Trl","CBO","0"
"CBO_JobExtend9","CBO","0"
"CBO_JobExtend9_Trl","CBO","0"
"CBO_JobFuncResponse","CBO","0"
"CBO_JobFuncResponse_Trl","CBO","0"
"CBO_JobFunction","CBO","0"
"CBO_JobFunction_Trl","CBO","0"
"CBO_JobFunctionType","CBO","0"
"CBO_JobFunctionType_Trl","CBO","0"
"CBO_JobHistory","CBO","2385"
"CBO_JobHistory_Trl","CBO","2385"
"CBO_JobResCI","CBO","0"
"CBO_JobResCI_Trl","CBO","0"
"CBO_JobResCourse","CBO","0"
"CBO_JobResCourse_Trl","CBO","0"
"CBO_JobResGuideline","CBO","0"
"CBO_JobResGuideline_Trl","CBO","0"
"CBO_JobResponsibility","CBO","0"
"CBO_JobResponsibility_Trl","CBO","0"
"CBO_JobResponsibilityInfoOfOrgDept","CBO","0"
"CBO_JobResponsibilityInfoOfOrgDept_Trl","CBO","0"
"CBO_JobRole","CBO","0"
"CBO_JobTitle","CBO","291"
"CBO_JobTitle_Trl","CBO","291"
"CBO_JobTitleInfo","CBO","0"
"CBO_JobTitleInfo_Trl","CBO","0"
"CBO_JobTitleLevel","CBO","0"
"CBO_JobTitleLevel_Trl","CBO","0"
"CBO_JobType","CBO","9"
"CBO_JobType_Trl","CBO","9"
"CBO_KeySubItem","CBO","0"
"CBO_LandFreight","CBO","0"
"CBO_LotCodingParameter","CBO","28"
"CBO_LotCodingParameter_Trl","CBO","28"
"CBO_LotCodingRecord","CBO","0"
"CBO_LotCodingRule","CBO","43"
"CBO_LotCodingRule_Trl","CBO","0"
"CBO_LotParameter","CBO","28"
"CBO_LotSnStatus","CBO","0"
"CBO_Major","CBO","1131"
"CBO_Major_Trl","CBO","1131"
"CBO_MappingRuleConditionEntityType","CBO","0"
"CBO_MappingRuleConditionNaturalAccount","CBO","0"
"CBO_MappingRuleConditionVoucherSource","CBO","0"
"CBO_MappingRuleCondVoucherSourceMethod","CBO","0"
"CBO_MatchLayerSetData","CBO","364"
"CBO_MemoBookSetting","CBO","0"
"CBO_MfgInfo","CBO","735224"
"CBO_MFGWasteInfo","CBO","0"
"CBO_MrpInfo","CBO","735224"
"CBO_MultualUseCustomer","CBO","0"
"CBO_MultualUseCustomerLog","CBO","0"
"CBO_MYCustomerInvoicing","CBO","0"
"CBO_MYCustomerInvoicing_Trl","CBO","0"
"CBO_MYSupplierInvoicing","CBO","0"
"CBO_MYSupplierInvoicing_Trl","CBO","0"
"CBO_NAReportItemRelation","CBO","0"
"CBO_NaturalAccount","CBO","1423"
"CBO_NaturalAccount_Trl","CBO","1866"
"CBO_NaturalAccountCase","CBO","1"
"CBO_NaturalAccountCase_Trl","CBO","1"
"CBO_NaturalAccountConfig","CBO","343"
"CBO_NaturalAccountConfig_Trl","CBO","343"
"CBO_NaturalAccountSet","CBO","5"
"CBO_NaturalAccountSet_Trl","CBO","7"
"CBO_NaturalAccountSOBConstraintApp","CBO","0"
"CBO_NaturalAccountSOBCurrency","CBO","38021"
"CBO_NaturalAccountSOBMemoBookSetting","CBO","0"
"CBO_NaturalAccountSOBProperty","CBO","12141"
"CBO_NaturalAccountSOBProperty_Trl","CBO","12141"
"CBO_NaturalAccountSOBSegmentUseRole","CBO","6570"
"CBO_Node","CBO","0"
"CBO_Node_Trl","CBO","0"
"CBO_NodeProductLine","CBO","0"
"CBO_NodeTerritory","CBO","0"
"CBO_NonStructonStore","CBO","0"
"CBO_OBATemplate","CBO","0"
"CBO_OBATemplate_Trl","CBO","0"
"CBO_ObjectAttribute","CBO","3272"
"CBO_OccuQualificationInfo","CBO","0"
"CBO_OccuQualificationInfo_Trl","CBO","0"
"CBO_OEMCustomer","CBO","0"
"CBO_Operation","CBO","0"
"CBO_Operation_Trl","CBO","0"
"CBO_OperatorLine","CBO","4173"
"CBO_OperatorLine_Trl","CBO","2708"
"CBO_Operators","CBO","3697"
"CBO_Operators_Trl","CBO","3697"
"CBO_OpResource","CBO","0"
"CBO_OpResource_Trl","CBO","0"
"CBO_OptionDependent","CBO","0"
"CBO_OrgBizRelationItem","CBO","85"
"CBO_OrgBusinessRelation","CBO","50"
"CBO_OrgBusinessRelationController","CBO","76"
"CBO_OrgDeptSub01","CBO","0"
"CBO_OrgDeptSub01_Trl","CBO","0"
"CBO_OrgDeptSub02","CBO","0"
"CBO_OrgDeptSub02_Trl","CBO","0"
"CBO_OrgDeptSub03","CBO","0"
"CBO_OrgDeptSub03_Trl","CBO","0"
"CBO_OrgDeptSub04","CBO","0"
"CBO_OrgDeptSub04_Trl","CBO","0"
"CBO_OrgDeptSub05","CBO","0"
"CBO_OrgDeptSub05_Trl","CBO","0"
"CBO_OrgDeptSub06","CBO","0"
"CBO_OrgDeptSub06_Trl","CBO","0"
"CBO_OrgDeptSub07","CBO","0"
"CBO_OrgDeptSub07_Trl","CBO","0"
"CBO_OrgDeptSub08","CBO","0"
"CBO_OrgDeptSub08_Trl","CBO","0"
"CBO_OrgDeptSub09","CBO","0"
"CBO_OrgDeptSub09_Trl","CBO","0"
"CBO_OrgDeptSub10","CBO","0"
"CBO_OrgDeptSub10_Trl","CBO","0"
"CBO_OrgDeptSub11","CBO","0"
"CBO_OrgDeptSub11_Trl","CBO","0"
"CBO_OrgDeptSub12","CBO","0"
"CBO_OrgDeptSub12_Trl","CBO","0"
"CBO_OrgDeptSub13","CBO","0"
"CBO_OrgDeptSub13_Trl","CBO","0"
"CBO_OrgDeptSub14","CBO","0"
"CBO_OrgDeptSub14_Trl","CBO","0"
"CBO_OrgDeptSub15","CBO","0"
"CBO_OrgDeptSub15_Trl","CBO","0"
"CBO_OrgDeptSub16","CBO","0"
"CBO_OrgDeptSub16_Trl","CBO","0"
"CBO_OrgDeptSub17","CBO","0"
"CBO_OrgDeptSub17_Trl","CBO","0"
"CBO_OrgDeptSub18","CBO","0"
"CBO_OrgDeptSub18_Trl","CBO","0"
"CBO_OrgDeptSub19","CBO","0"
"CBO_OrgDeptSub19_Trl","CBO","0"
"CBO_OrgDeptSub20","CBO","0"
"CBO_OrgDeptSub20_Trl","CBO","0"
"CBO_OrgHierarchyRelationController","CBO","38"
"CBO_OutAndInAccountMapping","CBO","0"
"CBO_PackageSchema","CBO","1"
"CBO_PackageSchema_Trl","CBO","1"
"CBO_PackCodingRule","CBO","0"
"CBO_PackKit","CBO","0"
"CBO_PackKit_Trl","CBO","0"
"CBO_PackMaster","CBO","0"
"CBO_PackMaster_Trl","CBO","0"
"CBO_PackSchema","CBO","1"
"CBO_PackSchema_Trl","CBO","0"
"CBO_PAFactorCase","CBO","1"
"CBO_PAFactorCase_Trl","CBO","1"
"CBO_PAFactorConfig","CBO","70"
"CBO_PAFactorConfig_Trl","CBO","70"
"CBO_PageField","CBO","0"
"CBO_ParaConfigAnswerRule","CBO","0"
"CBO_ParaConfigCondition","CBO","0"
"CBO_ParaConfigConstraint","CBO","0"
"CBO_ParaConfigConstraint_Trl","CBO","0"
"CBO_ParaConfigDoc","CBO","0"
"CBO_ParaConfigDoc_Trl","CBO","0"
"CBO_ParaConfigDocType","CBO","0"
"CBO_ParaConfigDocType_Trl","CBO","0"
"CBO_ParaConfigFormula","CBO","0"
"CBO_ParaConfigFormula_Trl","CBO","0"
"CBO_ParaConfigGenBOMResultLog","CBO","0"
"CBO_ParaConfigIssue","CBO","0"
"CBO_ParaConfigIssueRule","CBO","0"
"CBO_ParaConfigItemIssue","CBO","0"
"CBO_ParaConfigItemIssue_Trl","CBO","0"
"CBO_ParaConfigPubAttrAnswer","CBO","0"
"CBO_ParaConfigPubAttrDefValueConstraint","CBO","0"
"CBO_ParaConfigPubIssueAttribute","CBO","0"
"CBO_ParaConfigPubIssueAttribute_Trl","CBO","0"
"CBO_ParaConfigResult","CBO","0"
"CBO_ParaConfigResult_Trl","CBO","0"
"CBO_ParaConfigResultLine","CBO","0"
"CBO_ParaConfigResultLine_Trl","CBO","0"
"CBO_PayDiscountRule","CBO","0"
"CBO_PaymentTerm","CBO","24"
"CBO_PaymentTerm_Trl","CBO","24"
"CBO_PayPaymentMethod","CBO","0"
"CBO_Person","CBO","2593"
"CBO_Person_Trl","CBO","2400"
"CBO_PersonalCalendar","CBO","0"
"CBO_PersonalCalendar_Trl","CBO","0"
"CBO_PersonExtend1","CBO","0"
"CBO_PersonExtend1_Trl","CBO","0"
"CBO_PersonExtend10","CBO","0"
"CBO_PersonExtend10_Trl","CBO","0"
"CBO_PersonExtend11","CBO","0"
"CBO_PersonExtend11_Trl","CBO","0"
"CBO_PersonExtend12","CBO","0"
"CBO_PersonExtend12_Trl","CBO","0"
"CBO_PersonExtend13","CBO","0"
"CBO_PersonExtend13_Trl","CBO","0"
"CBO_PersonExtend14","CBO","0"
"CBO_PersonExtend14_Trl","CBO","0"
"CBO_PersonExtend15","CBO","0"
"CBO_PersonExtend15_Trl","CBO","0"
"CBO_PersonExtend16","CBO","0"
"CBO_PersonExtend16_Trl","CBO","0"
"CBO_PersonExtend17","CBO","0"
"CBO_PersonExtend17_Trl","CBO","0"
"CBO_PersonExtend18","CBO","0"
"CBO_PersonExtend18_Trl","CBO","0"
"CBO_PersonExtend19","CBO","0"
"CBO_PersonExtend19_Trl","CBO","0"
"CBO_PersonExtend2","CBO","0"
"CBO_PersonExtend2_Trl","CBO","0"
"CBO_PersonExtend20","CBO","0"
"CBO_PersonExtend20_Trl","CBO","0"
"CBO_PersonExtend3","CBO","0"
"CBO_PersonExtend3_Trl","CBO","0"
"CBO_PersonExtend4","CBO","0"
"CBO_PersonExtend4_Trl","CBO","0"
"CBO_PersonExtend5","CBO","0"
"CBO_PersonExtend5_Trl","CBO","0"
"CBO_PersonExtend6","CBO","0"
"CBO_PersonExtend6_Trl","CBO","0"
"CBO_PersonExtend7","CBO","0"
"CBO_PersonExtend7_Trl","CBO","0"
"CBO_PersonExtend8","CBO","0"
"CBO_PersonExtend8_Trl","CBO","0"
"CBO_PersonExtend9","CBO","0"
"CBO_PersonExtend9_Trl","CBO","0"
"CBO_PersonInfoChangeDoc","CBO","0"
"CBO_PersonInfoChangeDoc_Trl","CBO","0"
"CBO_PersonInfoChangeDocLine","CBO","0"
"CBO_PersonInfoChangeDocLine_Trl","CBO","0"
"CBO_PersonInfoChangeDocType","CBO","0"
"CBO_PersonInfoChangeDocType_Trl","CBO","0"
"CBO_PersonnelQualityIndicator","CBO","0"
"CBO_PickBy","CBO","9"
"CBO_PickBy_Trl","CBO","9"
"CBO_PIDCardRule","CBO","1"
"CBO_PIDCardRule_Trl","CBO","1"
"CBO_Planning","CBO","0"
"CBO_PlanningChangeHistory","CBO","0"
"CBO_PlanningChangeHistory_Trl","CBO","0"
"CBO_PMBOM","CBO","0"
"CBO_PMBOM_Trl","CBO","0"
"CBO_PMBOMLine","CBO","0"
"CBO_PMBOMLine_Trl","CBO","0"
"CBO_Position","CBO","265"
"CBO_Position_AbilityRequire","CBO","0"
"CBO_Position_AbilityRequire_Trl","CBO","0"
"CBO_Position_AssessGuideline","CBO","0"
"CBO_Position_AssessGuideline_Trl","CBO","0"
"CBO_Position_BookmakeRequire","CBO","0"
"CBO_Position_BookmakeRequire_Trl","CBO","0"
"CBO_Position_CertificateRequire","CBO","0"
"CBO_Position_CertificateRequire_Trl","CBO","0"
"CBO_Position_Contract","CBO","0"
"CBO_Position_Contract_Trl","CBO","0"
"CBO_Position_JobResponsibility","CBO","0"
"CBO_Position_JobResponsibility_Trl","CBO","0"
"CBO_Position_QualifyRequire","CBO","0"
"CBO_Position_QualifyRequire_Trl","CBO","0"
"CBO_Position_ReportRelation","CBO","0"
"CBO_Position_ReportRelation_Trl","CBO","0"
"CBO_Position_SalaryConfig","CBO","0"
"CBO_Position_SalaryConfig_Trl","CBO","0"
"CBO_Position_SalaryConfigDetail","CBO","0"
"CBO_Position_SalaryConfigDetail_Trl","CBO","0"
"CBO_Position_SpecialStatement","CBO","0"
"CBO_Position_SpecialStatement_Trl","CBO","0"
"CBO_Position_Successor","CBO","0"
"CBO_Position_TrainingCourseSet","CBO","0"
"CBO_Position_TrainingCourseSet_Trl","CBO","0"
"CBO_Position_TrainingRequire","CBO","0"
"CBO_Position_TrainingRequire_Trl","CBO","0"
"CBO_Position_TransCondition","CBO","0"
"CBO_Position_TransCondition_Trl","CBO","0"
"CBO_Position_Trl","CBO","265"
"CBO_Position_WorkTask","CBO","0"
"CBO_Position_WorkTask_Trl","CBO","0"
"CBO_Position_WorkTime","CBO","0"
"CBO_Position_WorkTime_Trl","CBO","0"
"CBO_PositionExtend1","CBO","0"
"CBO_PositionExtend1_Trl","CBO","0"
"CBO_PositionExtend10","CBO","0"
"CBO_PositionExtend10_Trl","CBO","0"
"CBO_PositionExtend11","CBO","0"
"CBO_PositionExtend11_Trl","CBO","0"
"CBO_PositionExtend12","CBO","0"
"CBO_PositionExtend12_Trl","CBO","0"
"CBO_PositionExtend13","CBO","0"
"CBO_PositionExtend13_Trl","CBO","0"
"CBO_PositionExtend14","CBO","0"
"CBO_PositionExtend14_Trl","CBO","0"
"CBO_PositionExtend15","CBO","0"
"CBO_PositionExtend15_Trl","CBO","0"
"CBO_PositionExtend16","CBO","0"
"CBO_PositionExtend16_Trl","CBO","0"
"CBO_PositionExtend17","CBO","0"
"CBO_PositionExtend17_Trl","CBO","0"
"CBO_PositionExtend18","CBO","0"
"CBO_PositionExtend18_Trl","CBO","0"
"CBO_PositionExtend19","CBO","0"
"CBO_PositionExtend19_Trl","CBO","0"
"CBO_PositionExtend2","CBO","0"
"CBO_PositionExtend2_Trl","CBO","0"
"CBO_PositionExtend20","CBO","0"
"CBO_PositionExtend20_Trl","CBO","0"
"CBO_PositionExtend3","CBO","0"
"CBO_PositionExtend3_Trl","CBO","0"
"CBO_PositionExtend4","CBO","0"
"CBO_PositionExtend4_Trl","CBO","0"
"CBO_PositionExtend5","CBO","0"
"CBO_PositionExtend5_Trl","CBO","0"
"CBO_PositionExtend6","CBO","0"
"CBO_PositionExtend6_Trl","CBO","0"
"CBO_PositionExtend7","CBO","0"
"CBO_PositionExtend7_Trl","CBO","0"
"CBO_PositionExtend8","CBO","0"
"CBO_PositionExtend8_Trl","CBO","0"
"CBO_PositionExtend9","CBO","0"
"CBO_PositionExtend9_Trl","CBO","0"
"CBO_PositionRole","CBO","0"
"CBO_PositionType","CBO","12"
"CBO_PositionType_Trl","CBO","12"
"CBO_POYCModifyLogInfo","CBO","0"
"CBO_PreRecPolicy","CBO","0"
"CBO_PreRecPolicy_Trl","CBO","0"
"CBO_PreRecPolicyExtraRangeLine","CBO","0"
"CBO_PreRecPolicyLine","CBO","0"
"CBO_PreRecPolicyRangeLine","CBO","0"
"CBO_PreRecPolicySubLine","CBO","0"
"CBO_PreviousRsvItem","CBO","0"
"CBO_PriceScheme","CBO","14"
"CBO_PriceScheme_Trl","CBO","14"
"CBO_PriceSchemeLine","CBO","98"
"CBO_PriceSchemeLine_Trl","CBO","112"
"CBO_ProductionLine","CBO","0"
"CBO_ProductionLine_Trl","CBO","0"
"CBO_ProductionLineDayCapacity","CBO","0"
"CBO_ProductivityChgLog","CBO","0"
"CBO_ProductPeriod","CBO","0"
"CBO_ProductPeriod_Trl","CBO","0"
"CBO_ProductPeriodDetailInfo","CBO","0"
"CBO_ProfitCenterPriceDetail","CBO","0"
"CBO_ProfitCenterPriceDetail_Trl","CBO","0"
"CBO_ProfitCenterPriceList","CBO","0"
"CBO_ProfitCenterPriceList_Trl","CBO","0"
"CBO_Project","CBO","143"
"CBO_Project_Trl","CBO","143"
"CBO_ProjOrg","CBO","0"
"CBO_ProjStage","CBO","0"
"CBO_ProjStage_Trl","CBO","0"
"CBO_ProjStagePhase","CBO","0"
"CBO_ProjStagePhase_Trl","CBO","0"
"CBO_ProjType","CBO","0"
"CBO_ProjType_Trl","CBO","0"
"CBO_ProLinePosition","CBO","0"
"CBO_PromotionDiscount","CBO","0"
"CBO_PromotionDiscountLadder","CBO","0"
"CBO_PromotionPolicy","CBO","0"
"CBO_PromotionPolicy_Trl","CBO","0"
"CBO_PromotionScheme","CBO","0"
"CBO_PromotionScheme_Trl","CBO","0"
"CBO_PromotionSchemeChild","CBO","0"
"CBO_PromotionScope","CBO","0"
"CBO_PropertyBatchSyncForItemMaster","CBO","0"
"CBO_PublicSalaryItem","CBO","0"
"CBO_PublicSalaryItem_Trl","CBO","0"
"CBO_PurAdjustPriceLog","CBO","0"
"CBO_PurAdjustPriceLogLine","CBO","0"
"CBO_PurchaseDiscount","CBO","0"
"CBO_PurchaseFeeType","CBO","10"
"CBO_PurchaseFeeType_Trl","CBO","10"
"CBO_PurchaseInfo","CBO","735224"
"CBO_PurchaseInfo_Trl","CBO","696778"
"CBO_PurPresent","CBO","0"
"CBO_PurPresentItem","CBO","0"
"CBO_Qualification","CBO","0"
"CBO_Qualification_Trl","CBO","0"
"CBO_RecDiscountRule","CBO","0"
"CBO_ReceiptRule","CBO","61"
"CBO_ReceiptRule_Trl","CBO","61"
"CBO_ReceivalTerm","CBO","24"
"CBO_ReceivalTerm_Trl","CBO","24"
"CBO_ReCilFieldDef","CBO","200"
"CBO_ReCilFieldDef_Trl","CBO","200"
"CBO_ReCilSetAPLine","CBO","12"
"CBO_ReCilSetARLine","CBO","12"
"CBO_ReCilSetARMBILine","CBO","0"
"CBO_ReCilSetCALine","CBO","49"
"CBO_ReCilSetEstAPLine","CBO","0"
"CBO_ReCilSetFALine","CBO","144"
"CBO_ReCilSetGLLine","CBO","465"
"CBO_ReCilSetHead","CBO","465"
"CBO_ReCilSetHead_Trl","CBO","465"
"CBO_ReCilSetINVLine","CBO","240"
"CBO_ReCilSetIssueGoodsLine","CBO","9"
"CBO_ReCilSetMappingLine","CBO","72"
"CBO_RecPaymentMethod","CBO","0"
"CBO_ReplenishmentRule","CBO","0"
"CBO_ReplenishmentRule_Trl","CBO","0"
"CBO_ReplenishmentRuleDetail","CBO","0"
"CBO_ReplenishmentRuleDetail_Trl","CBO","0"
"CBO_ReportItem","CBO","907"
"CBO_ReportItem_Trl","CBO","1137"
"CBO_ResCapacityiAdjustRcd","CBO","0"
"CBO_ResCostElement","CBO","0"
"CBO_ResItem","CBO","0"
"CBO_Resource","CBO","0"
"CBO_Resource_Trl","CBO","0"
"CBO_ResourceActualRate","CBO","0"
"CBO_ResourceStdRate","CBO","0"
"CBO_ResPeriodActualRate","CBO","0"
"CBO_ResStdRateHistory","CBO","0"
"CBO_ResStdRateHistory_Trl","CBO","0"
"CBO_RetireReturnRecord","CBO","0"
"CBO_RetireReturnRecord_Trl","CBO","0"
"CBO_ReviewDocument","CBO","63"
"CBO_ReviewDocumentMap","CBO","100"
"CBO_ReviewDocumentMap_Trl","CBO","105"
"CBO_Routing","CBO","0"
"CBO_Routing_Trl","CBO","0"
"CBO_RoutingVersion","CBO","0"
"CBO_RoutingVersion_Trl","CBO","0"
"CBO_RTDSInfo","CBO","0"
"CBO_RTDSTree","CBO","0"
"CBO_RTDSTree_Trl","CBO","0"
"CBO_RuleDetail","CBO","0"
"CBO_SaleDiscount","CBO","24"
"CBO_SaleFeeType","CBO","0"
"CBO_SaleFeeType_Trl","CBO","0"
"CBO_SaleInfo","CBO","735224"
"CBO_SalesReturnsTerm","CBO","0"
"CBO_SalesReturnsTerm_Trl","CBO","0"
"CBO_SchemeGroup","CBO","11"
"CBO_SchemeGroup_Trl","CBO","11"
"CBO_SCM_InstalmentRecScheduleTemplate","CBO","63"
"CBO_SCM_InstalmentRecScheduleTemplateLine","CBO","175"
"CBO_SCM_PrepayPolicy","CBO","0"
"CBO_SCM_PrepayPolicy_Trl","CBO","0"
"CBO_SCM_PrepayPolicyLine","CBO","0"
"CBO_SCM_PrepayPolicyLine_Trl","CBO","0"
"CBO_SCMPickHead","CBO","7114"
"CBO_SCMPickHead_Trl","CBO","5524"
"CBO_SCMPickList","CBO","9925"
"CBO_SCMPickList_Trl","CBO","5764"
"CBO_SCMPickSupplier","CBO","0"
"CBO_SD_ItemUomReplaceLogNew","CBO","1049"
"CBO_SeaFreight","CBO","0"
"CBO_SegmentMappingRule","CBO","0"
"CBO_SegmentValueMappingRule","CBO","0"
"CBO_SegmentValueMappingRuleCompile","CBO","0"
"CBO_Seiban","CBO","1"
"CBO_Seiban_Trl","CBO","1"
"CBO_SeibanMaster","CBO","346282"
"CBO_SeibanMaster_Trl","CBO","346282"
"CBO_SendObject","CBO","2366"
"CBO_SendPath","CBO","841454"
"CBO_ServiceRule","CBO","0"
"CBO_SettlementMethod","CBO","243"
"CBO_SettlementMethod_Trl","CBO","243"
"CBO_ShiftGroup","CBO","0"
"CBO_ShiftGroup_Trl","CBO","0"
"CBO_ShiftGroupMember","CBO","0"
"CBO_ShiftGroupResource","CBO","0"
"CBO_ShipmentRule","CBO","32"
"CBO_ShipmentRule_Trl","CBO","32"
"CBO_ShipTerm","CBO","0"
"CBO_ShipTerm_Trl","CBO","0"
"CBO_ShipTermLine","CBO","0"
"CBO_SnCodingParameter","CBO","0"
"CBO_SnCodingParameter_Trl","CBO","0"
"CBO_SnCodingRecord","CBO","0"
"CBO_SnCodingRule","CBO","0"
"CBO_SnCodingRule_Trl","CBO","0"
"CBO_SnParameter","CBO","0"
"CBO_SOBAffiliationHead","CBO","0"
"CBO_SOBAffiliationHead_Trl","CBO","0"
"CBO_SOBAffiliationLine","CBO","0"
"CBO_SOBAffiliationLine_Trl","CBO","0"
"CBO_SOBMappingRule","CBO","0"
"CBO_SOBMappingRule_Trl","CBO","0"
"CBO_SOBSet","CBO","19"
"CBO_SOBSet_Trl","CBO","0"
"CBO_SOBVersionSet","CBO","0"
"CBO_SOBVoucherCategory","CBO","81"
"CBO_SOBVoucherCategoryAccout","CBO","0"
"CBO_SpecialProject","CBO","19"
"CBO_SpecialProject_Trl","CBO","19"
"CBO_SRTermLines","CBO","0"
"CBO_SRTermLines_Trl","CBO","0"
"CBO_StatObject","CBO","42"
"CBO_StatPeriod","CBO","39"
"CBO_StatPeriodRule","CBO","1"
"CBO_StatPeriodRule_Trl","CBO","1"
"CBO_StatPeriodStatus","CBO","1046"
"CBO_StdOperation","CBO","0"
"CBO_StdOperation_Trl","CBO","0"
"CBO_StdOpResource","CBO","0"
"CBO_SubCondition","CBO","0"
"CBO_SubConstraint","CBO","0"
"CBO_SubGroupMember","CBO","0"
"CBO_SubPosition","CBO","0"
"CBO_Substitute","CBO","0"
"CBO_SubstituteGroup","CBO","0"
"CBO_SubstituteGroup_Trl","CBO","0"
"CBO_SubstituteRule","CBO","0"
"CBO_SubstituteRule_Trl","CBO","0"
"CBO_SubSupplier","CBO","0"
"CBO_SummaryAccountTemplate","CBO","0"
"CBO_Supplier","CBO","36184"
"CBO_Supplier_Trl","CBO","36184"
"CBO_SupplierAccountCurrency","CBO","28928"
"CBO_SupplierAmount","CBO","0"
"CBO_SupplierBankAccount","CBO","28928"
"CBO_SupplierBankAccount_Trl","CBO","28927"
"CBO_SupplierCategory","CBO","151"
"CBO_SupplierCategory_Trl","CBO","151"
"CBO_SupplierContact","CBO","0"
"CBO_SupplierItem","CBO","0"
"CBO_SupplierItem_Trl","CBO","0"
"CBO_SupplierRelation","CBO","120"
"CBO_SupplierRelation_Trl","CBO","112"
"CBO_SupplierSite","CBO","36184"
"CBO_SupplierSite_Trl","CBO","36184"
"CBO_SupplierTemplate","CBO","0"
"CBO_SupplierTemplate_Trl","CBO","0"
"CBO_SupplySource","CBO","0"
"CBO_SupplySource_Trl","CBO","0"
"CBO_SyncEntityClewInfo","CBO","0"
"CBO_SyncEntityConfig","CBO","13"
"CBO_TallyRule","CBO","9"
"CBO_TallyRule_Trl","CBO","9"
"CBO_Task","CBO","0"
"CBO_Task_Trl","CBO","0"
"CBO_TaskControlType","CBO","0"
"CBO_TaskControlType_Trl","CBO","0"
"CBO_TaskType","CBO","0"
"CBO_TaskType_Trl","CBO","0"
"CBO_Tax","CBO","11"
"CBO_Tax_Trl","CBO","15"
"CBO_TaxSchedule","CBO","16"
"CBO_TaxSchedule_Trl","CBO","20"
"CBO_TaxSchedulePriority","CBO","2"
"CBO_TaxSchedulePriority_Trl","CBO","4"
"CBO_TaxSchedulePriorityDetail","CBO","6"
"CBO_TaxScheduleTax","CBO","16"
"CBO_TBAccPeriodMap","CBO","0"
"CBO_TBBizDocType","CBO","35"
"CBO_TBBizDocType_Trl","CBO","67"
"CBO_TBCalendar","CBO","0"
"CBO_TBCalendar_Trl","CBO","0"
"CBO_TBCalendarPeriod","CBO","0"
"CBO_TBCtrlPeriod","CBO","0"
"CBO_TBCtrlReserveItem","CBO","0"
"CBO_TBCtrlSln","CBO","0"
"CBO_TBCtrlSln_Trl","CBO","0"
"CBO_TBDim","CBO","0"
"CBO_TBDim_Trl","CBO","0"
"CBO_TBFigure","CBO","0"
"CBO_TBFigure_Trl","CBO","0"
"CBO_TBFigureCategory","CBO","0"
"CBO_TBFigureCategory_Trl","CBO","0"
"CBO_TBFigureFieldMap","CBO","0"
"CBO_TBFigureLine","CBO","0"
"CBO_TBHypothesis","CBO","0"
"CBO_TBHypothesis_Trl","CBO","0"
"CBO_TBHypothesisCategory","CBO","0"
"CBO_TBHypothesisCategory_Trl","CBO","0"
"CBO_TBHypothesisFieldMap","CBO","0"
"CBO_TBHypothesisObj","CBO","0"
"CBO_TBHypothesisObj_Trl","CBO","0"
"CBO_TBObject","CBO","0"
"CBO_TBObject_Trl","CBO","0"
"CBO_TBOrg","CBO","0"
"CBO_TBOrg_Trl","CBO","0"
"CBO_TBPeriod","CBO","0"
"CBO_TBPeriodMapList","CBO","0"
"CBO_TBPeriodYear","CBO","0"
"CBO_TBPurpose","CBO","0"
"CBO_TBPurpose_Trl","CBO","0"
"CBO_TBReserveItem","CBO","8"
"CBO_TBReserveItem_Trl","CBO","8"
"CBO_TBReserveSln","CBO","2"
"CBO_TBReserveSln_Trl","CBO","2"
"CBO_TBSubject","CBO","0"
"CBO_TBSubject_Trl","CBO","0"
"CBO_TBSubjectToDeptBE","CBO","0"
"CBO_TBSumObject","CBO","0"
"CBO_TemplateFieldSequence","CBO","0"
"CBO_TemplateFieldSequence_Trl","CBO","0"
"CBO_TemplatePage","CBO","0"
"CBO_TemplatePageSequence","CBO","0"
"CBO_TemplatePageSequence_Trl","CBO","0"
"CBO_TI_Country","CBO","246"
"CBO_TI_Country_Trl","CBO","246"
"CBO_TimeBucket","CBO","3"
"CBO_TimeBucket_Trl","CBO","3"
"CBO_TimeBucketDetail","CBO","55"
"CBO_TradePath","CBO","33"
"CBO_TradePath_Trl","CBO","33"
"CBO_TradePathLine","CBO","33"
"CBO_TransferFeeLine","CBO","0"
