表名,估算行数
"TBLWIPLOTGPEQUIPMENT","0"
"TBLWIPLOTLOG","306706"
"TBLWIPLOTLOG_MODULE","0"
"TBLWIPLOTLOG_OPGROUPNO","0"
"TBLWIPLOTLOG_REPORT","290098"
"TBLWIPLOTLOG_REPORTEADJUSTLOG","23"
"TBLWIPLOTLOGINSTATE","0"
"tblWIPLotNetProcessLog","0"
"TBLWIPLOTNOTEXECUTEOP","0"
"TBLWIPLOTOPAREA","0"
"TBLWIPLOTOPDESCRIPTION","0"
"TBLWIPLOTPHASELOG","0"
"TBLWIPLOTPROCESS","0"
"tblWIPLotProcessChangeLog","47"
"tblWIPLotProcessChangeLog_D","82"
"tblWIPLotProcessChangeLogDetail","0"
"TBLWIPLOTPROPERTY","95909"
"TBLWIPLOTPROPERTY_RECIVE","0"
"TBLWIPLOTPSLOG","0"
"TBLWIPLOTQCLOG","0"
"TBLWIPLOTRELEASEADJUST","0"
"TBLWIPLOTSPCLOG","0"
"TBLWIPLOTSPCLOG_INPUTERROR","0"
"TBLWIPLOTSTATE","53640"
"TBLWIPLOTSTATE_BACKUP","9618"
"TBLWIPLOTSTATEADJUSTLOG","2"
"tblWIPLotStateNetLog","553394"
"TBLWIPLOTTRANSFERSTATE","0"
"TBLWIPLOTWITHDRAWLOG","0"
"tblWIPMaterialDemandBoard","1"
"tblWIPMaterialDemandBoardLog","0"
"tblWIPMaterialOfflineBoard","505"
"tblWIPMaterialOfflineBoardLog","2"
"TBLWIPMERGECONTENT","2"
"tblWIPMOLinePackConfig","0"
"tblWIPMOLinePackLabelPrinter","0"
"tblWIPMOLinePackRelation","0"
"TBLWIPMOPACKINGBASIS","0"
"TBLWIPMOPACKINGBOX","0"
"TBLWIPMOPACKINGBOXDETAIL","0"
"TBLWIPMOPACKINGCARTON","0"
"TBLWIPMOPACKINGPALLET","0"
"TBLWIPMOPDLINESTATE_TEST","0"
"TBLWIPMTLREVERSELOG","0"
"TBLWIPMTLREVERSESTATE","0"
"TBLWIPOPERATORLOG","14864"
"tblWipOperatorLotLog","0"
"TBLWIPOPERATORREASONLOG","0"
"TBLWIPOPERATORSKILLCHECKRESULT","0"
"TBLWIPOPERATORSTATE","3542"
"TBLWIPOPEVENT","299"
"TBLWIPOPGROUPSTATE","0"
"TBLWIPOPMATERIALSTATE","0"
"tblWIPOPMOtherReason","0"
"TBLWIPOSBASIS","0"
"TBLWIPOSDETAIL","0"
"TBLWIPOSDETAIL_ACCESSORY","0"
"TBLWIPOSDETAIL_COMPONENT","0"
"TBLWIPOSDETAIL_PARTIALIN","0"
"TBLWIPOSDETAIL_PARTIALOUT","0"
"tblWIPOSDetailAlterLog","0"
"tblWIPOSPurchaseStockin","0"
"tblWIPOSPurchaseStockinLog","0"
"TBLWIPOSRELATION","0"
"tblWIPOSReturnGoodLog","0"
"tblWIPOSReturnLog","0"
"TBLWIPOSRETURNLOG_ACCESSORY","0"
"TBLWIPOSTOERPSYNCBASIS","0"
"TBLWIPOSTOERPSYNCDATA","0"
"TBLWIPPACKINGBASIS","0"
"TBLWIPPACKINGBOXDETAIL","0"
"TBLWIPPACKINGLIST_BIN","0"
"TBLWIPPACKINGLIST_COMPONENT","0"
"TBLWIPPACKINGLIST_GENERAL","0"
"TBLWIPPACKINGLISTBASIS","0"
"TBLWIPPACKINGPROPERTY","0"
"tblWIPPCSDisposition","0"
"tblWIPPCSDispositionClearLog","0"
"tblWIPPCSDispositionDetail","0"
"tblWIPPCSDispositionExchange","0"
"TBLWIPPCSMODIFYLOG","0"
"TBLWIPPCSMODIFYREASON","0"
"TBLWIPPCSNOPACKHANDLE","0"
"TBLWIPPCSNOPACKHANDLELOG","0"
"tblWIPPCSNoPacking","0"
"TBLWIPPCSNOPACKINGTESTLOG","0"
"TBLWIPPCSNOPARTIALOUT","0"
"TBLWIPPCSPARTIALOUTQUEUE","0"
"TBLWIPPCSPARTIALOUTQUEUE_LOG","0"
"tblWIPPDLinePositionState","0"
"TBLWIPPNGROUP","0"
"tblWIPPositionCollectMLotLog","0"
"tblWIPPositionCollectMLotSet","0"
"tblWIPPositionCollectMTLLog","0"
"tblWIPPositionCollectMTLSet","0"
"TBLWIPPRINTLOG","174749"
"TBLWIPRETURN_COMPONENT","0"
"TBLWIPRETURNBASIS","0"
"TBLWIPREVERSEBATCH","0"
"TBLWIPREVERSEHISTORY","0"
"TBLWIPREVERSELOG","0"
"TBLWIPREVERSEUNCOMMIT","0"
"TBLWIPREVERSEUPDATECONTENT","0"
"TBLWIPREWORKREASON","7"
"TBLWIPRollBackLog","1019"
"TBLWIPSCRAPDETAIL","10"
"TBLWIPSCRAPLOG","10"
"TBLWIPSHIPPINGBASIS","0"
"TBLWIPSHIPPINGPACKINGLIST","0"
"TBLWIPSMSTATE","199619"
"TBLWIPSMSTATELOG","0"
"TBLWIPSPLITCONTENT","122687"
"tblWIPStartingChecklistLog","0"
"tblWIPStartingChecklistResult","0"
"TBLWIPSUBOPCONT_ERROR","19"
"TBLWIPSUBOPCONT_PARTIALOUT","2348"
"TBLWIPSUBOPCONT_RESOURCE","5883"
"TBLWIPSUBOPLOG_REPORT","766"
"TBLWIPSUM_MATERIAL","0"
"TBLWIPSUM_MATERIALSTATE","0"
"TBLWIPSUM_RESOURCE","0"
"TBLWIPTEMP_ATTRIB","0"
"TBLWIPTEMP_COMPONENTATTRIB","0"
"tblWIPTemp_DailyWR_DailyEmp","0"
"tblWIPTemp_DailyWR_DailyEmpOff","0"
"tblWIPTemp_DailyWR_EMPTime","0"
"tblWIPTemp_DailyWR_EQPEmp","0"
"tblWIPTemp_DailyWR_EQPOn","0"
"tblWIPTemp_DailyWR_EQPTime","0"
"tblWIPTemp_DailyWR_LotOn","0"
"tblWIPTemp_DailyWR_LotRealOn","0"
"tblWIPTemp_DailyWR_LotUnWait","0"
"tblWIPTemp_DailyWR_ReportQty","0"
"TBLWIPTEMP_EQUIPMENT","1265"
"TBLWIPTEMP_LOTSTATE","0"
"TBLWIPTEMP_MATERIAL","8"
"TBLWIPTEMP_PCSMATERIAL","0"
"TBLWIPTEMP_QCITEM","0"
"TBLWIPTEMP_SAMPLEBIN","0"
"TBLWIPTEMP_UNCOLLECTEDNO","0"
"tblWIPTEMPCont_PCSNo","0"
"TBLWIPWAITBASIS","1064"
"TBLWIPWAITLOTDISPOSITION","1054"
"TBLWIPWAITREASON","1065"
"Test_dahuangchanliang","424"
